,ID,,,,STUDY TITLE,,,,COMPKEY,,"UNITID/
UNITID2",,,"DIR
FLOW",LANE,START DATE,AMPK,,PMPK,AWDT,,ADT,,,"WEEK
DAYS",DAYS
,208760,,,,"LENORA ST, NE/O 6TH AVE",,,,11372,,08195/0060,,,SW,STANDARD,06-Feb-2006,224,,373,"3,102",,"2,804",,,5,7
,208618,,,,"LENORA ST, NE/O 7TH AVE",,,,11373,,08195/0070,,,SW,STANDARD,17-Jan-2006,178,,320,"2,408",,0,,,5,6
,206232,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,02-Mar-2005,178,,167,"1,924",,"1,643",,,5,7
,209113,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,15-Mar-2006,219,,150,"1,916",,"1,636",,,5,7
,211463,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,NE,STANDARD,06-Mar-2007,42,,48,452,,443,,,5,7
,211464,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,06-Mar-2007,191,,197,"2,420",,"2,191",,,5,7
,213567,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,NE,STANDARD,04-Mar-2008,71,,104,"1,094",,"1,033",,,5,7
,213565,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,04-Mar-2008,195,,197,"2,400",,"2,189",,,5,7
,213566,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,TOTAL,STANDARD,04-Mar-2008,258,,296,"3,494",,"3,222",,,5,7
,216005,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,NE,STANDARD,03-Mar-2009,82,,113,"1,230",,"1,177",,,5,7
,216003,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,03-Mar-2009,196,,185,"2,231",,"2,033",,,5,7
,216004,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,TOTAL,STANDARD,03-Mar-2009,259,,285,"3,461",,"3,210",,,5,7
,218354,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,02-Mar-2010,231,,183,"2,385",,"2,148",,,5,7
,218355,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,TOTAL,STANDARD,02-Mar-2010,290,,280,"3,550",,"3,242",,,5,7
,218356,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,NE,STANDARD,02-Mar-2010,68,,111,"1,165",,"1,095",,,5,7
,302256,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,02-Mar-2011,270,,204,"2,648",,"2,409",,,5,7
,306960,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,TOTAL,STANDARD,05-Mar-2012,462,,486,"5,722",,"5,222",,,5,7
,306959,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,05-Mar-2012,352,,314,"3,928",,"3,590",,,5,7
,306961,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,NE,STANDARD,05-Mar-2012,134,,186,"1,750",,"1,600",,,5,7
,310741,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,TOTAL,STANDARD,05-Mar-2013,277,,387,"3,651",,"3,342",,,5,7
,310740,,,,"LENORA ST, NE/O 9TH AVE",,,,11375,,08195/0090,,,SW,STANDARD,05-Mar-2013,206,,221,"2,360",,"2,167",,,5,7
,211199,,,,"LENORA ST, NE/O WESTERN AVE",,,,11366,,08195/0007,,,SW,STANDARD,29-Jan-2007,182,,289,"2,549",,0,,,5,5
,207188,,,,"LENORA ST, SW/O 1ST AVE",,,,11366,,08195/0007,,,NE,STANDARD,21-Jun-2005,115,,172,"1,729",,"1,679",,,5,7
,211198,,,,"LENORA ST, SW/O WESTERN AVE",,,,11365,,08195/0005,,,NE,STANDARD,29-Jan-2007,42,,140,858,,766,,,5,7
,310263,,,,"LINCOLN PARK WAY SW, SE/O MURRAY AVE SW",,,,11388,,08225/0705,,,TOTAL,STANDARD,28-Feb-2013,305,,377,"3,904",,"4,036",,,5,7
,311758,,,,"LINCOLN PARK WAY SW, SE/O MURRAY AVE SW",,,,11388,,08225/0705,,,TOTAL,STANDARD,06-Aug-2013,292,,436,"4,795",,"4,758",,,5,7
,215224,,,,"LINDEN AVE N, N/O N 130TH ST",,,,11453,,08230/1300,,,S,STANDARD,20-Oct-2008,108,,146,"1,569",,"1,581",,,5,7
,215227,,,,"LINDEN AVE N, N/O N 130TH ST",,,,11453,,08230/1300,,,N,STANDARD,20-Oct-2008,115,,223,"1,935",,"1,901",,,5,7
,304174,,,,"LINDEN AVE N, N/O N 77TH ST",,,,11422,,08230/0770,,,S,STANDARD,27-Oct-2011,193,,168,"1,643",,"1,701",,,5,7
,208340,,,,"LINDEN AVE N, N/O N 85TH ST",,,,11430,,08230/0850,,,S,STANDARD,17-Nov-2005,24,,63,386,,361,,,5,7
,213020,,,,"LINDEN AVE N, N/O N 85TH ST",,,,11430,,08230/0850,,,S,STANDARD,31-Oct-2007,30,,34,357,,340,,,5,7
,301560,,,,"LINDEN AVE N, NE/O N 65TH ST",,,,11411,,08230/0650,,,TOTAL,STANDARD,01-Feb-2011,165,,215,"2,325",,"2,239",,,5,7
,302331,,,,"LINDEN AVE N, NE/O N 65TH ST",,,,11411,,08230/0650,,,TOTAL,STANDARD,01-Feb-2011,165,,215,"2,325",,"2,238",,,5,7
,215223,,,,"LINDEN AVE N, S/O N 135TH ST",,,,11453,,08230/1300,,,N,STANDARD,20-Oct-2008,125,,237,"2,008",,"1,918",,,5,7
,215225,,,,"LINDEN AVE N, S/O N 145TH ST",,,,11460,,08230/1430,,,N,STANDARD,20-Oct-2008,80,,159,"1,120",,"1,091",,,5,7
,215299,,,,"LINDEN AVE N, S/O N 145TH ST",,,,11460,,08230/1430,,,N,STANDARD,29-Oct-2008,63,,173,"1,063",,976,,,5,7
,215301,,,,"LINDEN AVE N, S/O N 145TH ST",,,,11460,,08230/1430,,,S,STANDARD,29-Oct-2008,53,,96,773,,742,,,5,7
,215300,,,,"LINDEN AVE N, S/O N 145TH ST",,,,11460,,08230/1430,,,TOTAL,STANDARD,29-Oct-2008,108,,259,"1,836",,"1,719",,,5,7
,304173,,,,"LINDEN AVE N, S/O N 77TH ST",,,,11421,,08230/0760,,,N,STANDARD,27-Oct-2011,106,,436,"2,451",,"2,377",,,5,7
,304231,,,,"LINDEN AVE N, S/O N 77TH ST",,,,11421,,08230/0760,,,N,STANDARD,08-Nov-2011,62,,255,"1,404",,"1,311",,,4,6
,309749,,,,"LINDEN AVE N, S/O N 79TH ST",,,,11423,,08230/0780,,,TOTAL,STANDARD,22-Jan-2013,203,,348,"2,769",,"2,649",,,5,7
,208219,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,N,STANDARD,01-Nov-2005,132,,139,"1,142",,"1,099",,,5,7
,208217,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,01-Nov-2005,140,,274,"2,244",,"2,089",,,5,7
,208218,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,TOTAL,STANDARD,01-Nov-2005,262,,402,"3,384",,"3,186",,,5,7
,210702,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,N,STANDARD,01-Nov-2006,78,,246,"1,558",,0,,,5,6
,210704,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,01-Nov-2006,199,,194,"2,013",,0,,,5,6
,210703,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,TOTAL,STANDARD,01-Nov-2006,258,,416,"3,562",,"3,308",,,5,7
,213130,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,N,STANDARD,27-Nov-2007,177,,179,"1,879",,"1,717",,,5,7
,213123,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,27-Nov-2007,92,,264,"1,759",,"1,573",,,5,7
,213124,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,TOTAL,STANDARD,27-Nov-2007,245,,422,"3,622",,"3,278",,,5,7
,215341,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,N,STANDARD,03-Nov-2008,162,,164,"1,661",,"1,550",,,5,7
,215340,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,03-Nov-2008,95,,277,"1,840",,"1,681",,,5,7
,215339,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,TOTAL,STANDARD,03-Nov-2008,247,,429,"3,501",,"3,232",,,5,7
,217819,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,N,STANDARD,04-Nov-2009,80,,259,"1,656",,"1,522",,,5,7
,217817,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,04-Nov-2009,163,,162,"1,633",,"1,493",,,5,7
,217818,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,TOTAL,STANDARD,04-Nov-2009,232,,409,"3,289",,"3,015",,,5,7
,300958,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,01-Nov-2010,171,,154,"1,688",,"1,608",,,5,7
,300959,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,TOTAL,STANDARD,01-Nov-2010,226,,372,"3,174",,"2,995",,,5,7
,304230,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,TOTAL,STANDARD,07-Nov-2011,227,,357,"2,920",,"2,704",,,4,6
,304229,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,07-Nov-2011,167,,147,"1,568",,"1,428",,,4,6
,309496,,,,"LINDEN AVE N, S/O N 80TH ST",,,,11424,,08230/0790,,,S,STANDARD,01-Nov-2012,267,,272,"2,630",,"2,437",,,5,7
,208339,,,,"LINDEN AVE N, S/O N 85TH ST",,,,11429,,08230/0840,,,N,STANDARD,17-Nov-2005,74,,118,"1,103",,"1,051",,,5,7
,213019,,,,"LINDEN AVE N, S/O N 85TH ST",,,,11429,,08230/0840,,,N,STANDARD,31-Oct-2007,111,,163,"1,603",,"1,519",,,5,7
,308846,,,,"LINDEN AVE N, S/O N 85TH ST",,,,11429,,08230/0840,,,S,STANDARD,13-Aug-2012,66,,108,900,,824,,,5,7
,308812,,,,"LINDEN AVE N, S/O N 85TH ST",,,,11429,,08230/0840,,,N,STANDARD,13-Aug-2012,62,,88,900,,848,,,5,7
,311839,,,,"LOYAL WAY NW, NW/O 30TH AVE NW",,,,11468,,08280/0830,,,TOTAL,STANDARD,19-Aug-2013,67,,91,938,,937,,,5,7
,309739,,,,"LOYAL WAY NW, SE/O 30TH AVE NW",,,,11467,,08280/0805,,,TOTAL,STANDARD,17-Jan-2013,69,,79,822,,818,,,4,6
,303305,,,,"M L KING JR  WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,TOTAL,STANDARD,11-Nov-2010,"1,108",,"1,463","17,286",,"16,576",,,5,7
,303307,,,,"M L KING JR  WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,TOTAL,STANDARD,09-Dec-2010,"1,150",,"1,508","17,946",,"17,049",,,5,7
,301437,,,,"M L KING JR ER & WR WAY S, NW/O S EDMUNDS ST",,,,484993,,08299/0480,,,TOTAL,STANDARD,29-Nov-2010,"1,558",,"1,995","23,875",,"22,802",,,5,7
,301439,,,,"M L KING JR ER & WR WAY S, SE/O S HOLLY ST",,,,486569,,08299/0670,,,TOTAL,STANDARD,29-Nov-2010,"1,441",,"2,019","24,362",,"23,927",,,5,7
,215731,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,15-Jan-2009,854,,623,"8,695",,"8,181",,,4,6
,215898,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,12-Feb-2009,701,,640,"8,488",,"7,978",,,4,6
,216092,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,12-Mar-2009,785,,647,"9,081",,"8,392",,,5,7
,216355,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Apr-2009,798,,638,"9,115",,"8,620",,,5,7
,216620,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,14-May-2009,798,,622,"8,927",,"8,484",,,5,7
,216853,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,11-Jun-2009,758,,720,"9,490",,"8,974",,,5,7
,217114,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Jul-2009,752,,615,"8,944",,"8,678",,,5,7
,217331,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,13-Aug-2009,657,,660,"8,710",,"8,636",,,5,7
,217452,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,10-Sep-2009,836,,661,"9,211",,"8,638",,,5,7
,217732,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Oct-2009,855,,610,"8,564",,"8,080",,,5,7
,217770,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,27-Oct-2009,843,,619,"8,813",,"8,323",,,5,7
,217893,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,12-Nov-2009,869,,649,"8,824",,"8,224",,,5,7
,218024,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,10-Dec-2009,898,,657,"9,260",,"8,709",,,5,7
,218138,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,14-Jan-2010,823,,656,"8,699",,"8,119",,,4,6
,218259,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,11-Feb-2010,713,,631,"8,513",,"8,077",,,4,6
,218476,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,11-Mar-2010,776,,645,"8,795",,"8,342",,,5,7
,218651,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,15-Apr-2010,563,,405,"5,727",,"5,545",,,5,7
,218821,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,13-May-2010,871,,652,"9,121",,"8,629",,,5,7
,300318,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,22-Jul-2010,726,,660,"9,157",,"8,649",,,5,7
,300469,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,19-Aug-2010,665,,613,"8,719",,"8,537",,,5,7
,300660,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Sep-2010,907,,684,"9,283",,"8,624",,,5,7
,300841,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,18-Oct-2010,955,,678,"9,296",,"8,605",,,5,7
,302513,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,11-Nov-2010,691,,632,"8,439",,"8,104",,,5,7
,302512,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,09-Dec-2010,783,,657,"8,953",,"8,495",,,5,7
,301496,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,20-Jan-2011,893,,658,"8,978",,"8,379",,,5,7
,301627,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,10-Feb-2011,915,,722,"9,469",,"8,858",,,5,7
,302326,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,17-Mar-2011,765,,640,"8,752",,"8,311",,,5,7
,302608,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,18-Apr-2011,750,,617,"8,806",,"8,417",,,5,7
,303410,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Jun-2011,"1,146",,801,"12,655",,"12,217",,,5,7
,303623,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,14-Jul-2011,"1,161",,976,"14,124",,"13,306",,,5,7
,303808,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,11-Aug-2011,795,,735,"9,804",,"9,361",,,5,7
,303984,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,22-Sep-2011,"1,051",,685,"9,954",,"9,315",,,5,7
,304146,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,20-Oct-2011,"1,855",,"1,122","16,482",,"15,182",,,5,7
,304822,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,14-Dec-2011,830,,676,"8,993",,"8,398",,,5,7
,304943,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,25-Jan-2012,916,,682,"9,334",,"8,623",,,5,7
,305975,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Feb-2012,749,,581,"8,003",,"7,438",,,4,6
,307059,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,15-Mar-2012,851,,627,"8,864",,"8,248",,,5,7
,308191,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,18-Jun-2012,875,,689,"9,762",,"9,209",,,5,7
,308673,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,25-Jul-2012,806,,678,"9,243",,"8,722",,,5,7
,308881,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Aug-2012,811,,581,"8,922",,"8,720",,,5,7
,309141,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,13-Sep-2012,495,,937,"9,719",,"9,250",,,5,7
,309413,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,11-Oct-2012,"1,511",,"1,085","15,261",,"14,275",,,5,7
,309540,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,15-Nov-2012,860,,718,"9,240",,"8,592",,,5,7
,309644,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,12-Dec-2012,920,,693,"9,580",,"8,828",,,5,7
,309713,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,10-Jan-2013,924,,651,"9,072",,"8,360",,,5,7
,310222,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,14-Feb-2013,693,,627,"8,668",,"8,170",,,4,6
,310906,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,21-Mar-2013,874,,678,"9,254",,"8,699",,,5,7
,311315,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-May-2013,934,,658,"9,546",,"9,009",,,5,7
,311533,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,19-Jun-2013,769,,641,"9,136",,"8,727",,,5,7
,311680,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Jul-2013,820,,657,"9,347",,"8,769",,,5,7
,311825,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,16-Aug-2013,772,,625,"9,269",,"9,053",,,5,7
,311966,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST",,,,352636,,08299/0360,,,N,STANDARD,17-Sep-2013,934,,677,"9,620",,"9,064",,,5,7
,300065,,,,"M L KING JR ER WAY S, N/O S ANDOVER ST, N FLOW",,,,352636,,08299/0360,,,N,STANDARD,03-Jun-2010,829,,663,"9,296",,"8,759",,,5,7
,215600,,,,"M L KING JR ER WAY S, N/O S DAKOTA ST",,,,352719,,08299/0400,,,N,STANDARD,11-Dec-2008,695,,633,"8,634",,"7,817",,,5,7
,309529,,,,"M L KING JR ER WAY S, N/O S EDMUNDS ST",,,,484993,,08299/0480,,,N,STANDARD,08-Nov-2012,"1,086",,813,"11,405",,"10,627",,,4,6
,311731,,,,"M L KING JR ER WAY S, N/O S EDMUNDS ST",,,,484993,,08299/0480,,,N,STANDARD,31-Jul-2013,905,,825,"11,542",,"11,137",,,5,7
,300881,,,,"M L KING JR ER WAY S, NW/O S EDMUNDS ST",,,,484993,,08299/0480,,,N,STANDARD,25-Oct-2010,245,,210,"2,846",,"2,708",,,5,7
,301112,,,,"M L KING JR ER WAY S, NW/O S EDMUNDS ST",,,,484993,,08299/0480,,,NW,STANDARD,29-Nov-2010,985,,760,"10,481",,"9,952",,,5,7
,304851,,,,"M L KING JR ER WAY S, NW/O S EDMUNDS ST",,,,484993,,08299/0480,,,NW,STANDARD,21-Dec-2011,628,,755,"9,763",,"9,152",,,4,6
,307819,,,,"M L KING JR ER WAY S, S/O S ANDOVER ST",,,,352719,,08299/0400,,,N,STANDARD,12-Apr-2012,743,,634,"8,726",,"8,328",,,5,7
,309560,,,,"M L KING JR ER WAY S, S/O S HOLLY ST",,,,486569,,08299/0670,,,S,STANDARD,27-Nov-2012,641,,"1,057","11,857",,"11,698",,,5,7
,311891,,,,"M L KING JR ER WAY S, S/O S HOLLY ST",,,,486569,,08299/0670,,,N,STANDARD,26-Aug-2013,841,,850,"11,763",,"11,596",,,5,7
,302799,,,,"M L KING JR ER WAY S, S/O S NORFOLK ST",,,,489661,,08299/0980,,,N,STANDARD,04-May-2011,"1,048",,"1,032","14,748",,"14,332",,,5,7
,307915,,,,"M L KING JR ER WAY S, S/O S NORFOLK ST",,,,489661,,08299/0980,,,N,STANDARD,09-May-2012,"1,138",,"1,042","15,448",,"15,011",,,5,7
,309546,,,,"M L KING JR ER WAY S, S/O S NORFOLK ST",,,,489661,,08299/0980,,,S,STANDARD,15-Nov-2012,913,,"1,302","16,030",,"15,350",,,5,7
,217995,,,,"M L KING JR ER WAY S, S/O S WARSAW ST",,,,11557,,08299/0660,,,N,STANDARD,03-Dec-2009,839,,854,"11,171",,"10,959",,,5,7
,218001,,,,"M L KING JR ER WAY S, S/O S WARSAW ST",,,,11557,,08299/0660,,,S,STANDARD,03-Dec-2009,674,,"1,063","11,787",,"11,492",,,5,7
,217256,,,,"M L KING JR ER WAY S, SE/O S HOLLY ST",,,,486569,,08299/0670,,,NW,STANDARD,04-Aug-2009,706,,886,"11,751",,"11,461",,,5,7
,300883,,,,"M L KING JR ER WAY S, SE/O S HOLLY ST",,,,486569,,08299/0670,,,NW,STANDARD,25-Oct-2010,721,,"1,174","13,044",,"12,899",,,5,7
,301113,,,,"M L KING JR ER WAY S, SE/O S HOLLY ST",,,,486569,,08299/0670,,,NW,STANDARD,29-Nov-2010,854,,874,"11,317",,"11,028",,,5,7
,206961,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,18-May-2005,411,,376,"4,344",,"3,966",,,5,7
,206962,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,18-May-2005,271,,341,"3,569",,"3,268",,,5,7
,209214,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,29-Mar-2006,450,,361,"4,238",,"3,894",,,5,7
,209215,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,29-Mar-2006,278,,374,"3,724",,"3,426",,,5,7
,211786,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,23-Apr-2007,259,,381,"3,694",,"3,405",,,5,7
,212067,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,24-May-2007,464,,377,"4,511",,"3,981",,,4,6
,214670,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,22-Jul-2008,214,,355,"3,489",,"3,180",,,5,7
,214731,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,04-Aug-2008,360,,362,"4,138",,"3,796",,,5,7
,217299,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,10-Aug-2009,196,,326,"3,297",,"3,058",,,5,7
,217366,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,19-Aug-2009,202,,326,"3,291",,"3,028",,,5,7
,301038,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,05-Nov-2010,794,,650,"7,705",,"7,023",,,4,6
,301039,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,05-Nov-2010,277,,324,"3,473",,"3,180",,,4,6
,303672,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,20-Jul-2011,216,,319,"3,355",,"3,151",,,5,7
,303671,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,20-Jul-2011,320,,341,"3,866",,"3,635",,,5,7
,309175,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,23-Aug-2012,203,,376,"3,488",,"3,150",,,5,7
,309174,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,23-Aug-2012,357,,337,"3,970",,"3,633",,,5,7
,311722,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,N,STANDARD,30-Jul-2013,918,,680,"10,488",,"9,867",,,5,7
,311737,,,,"M L KING JR WAY E, S/O E JOHN ST",,,,11495,,08292/0010,,,S,STANDARD,01-Aug-2013,212,,369,"3,596",,"3,342",,,5,7
,215606,,,,"M L KING JR WAY S, N/O S CLOVERDALE ST",,,,11568,,08303/0840,,,S,STANDARD,31-Dec-2008,494,,790,"8,919",,"8,710",,,4,6
,213223,,,,"M L KING JR WAY S, N/O S EDMUNDS ST",,,,11540,,08303/0480,,,N,STANDARD,11-Dec-2007,738,,606,"8,309",,"7,818",,,5,7
