Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
SEA 43-2048,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,120
SEA 43-2049,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,31
SEA 43-2049,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,447
SEA 43-2049,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2049,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,153
SEA 43-2049,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2049,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,122
SEA 43-2050,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,55
SEA 43-2050,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,426
SEA 43-2050,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2050,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,184
SEA 43-2050,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2050,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,129
SEA 43-2052,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,13
SEA 43-2052,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,448
SEA 43-2052,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2052,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,105
SEA 43-2052,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2052,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,92
SEA 43-2055,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,11
SEA 43-2055,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,325
SEA 43-2055,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2055,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,86
SEA 43-2055,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2055,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,75
SEA 43-2058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,38
SEA 43-2058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,240
SEA 43-2058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,92
SEA 43-2058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,54
SEA 43-2059,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,No,37
SEA 43-2059,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Registered Voters,411
SEA 43-2059,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Times Blank Voted,0
SEA 43-2059,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Times Counted,204
SEA 43-2059,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Times Over Voted,0
SEA 43-2059,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Yes,167
SEA 43-2061,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,42
SEA 43-2061,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,450
SEA 43-2061,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2061,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,167
SEA 43-2061,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2061,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,125
SEA 43-2064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,17
SEA 43-2064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,386
SEA 43-2064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,127
SEA 43-2064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,110
SEA 43-2065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,33
SEA 43-2065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,558
SEA 43-2065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,152
SEA 43-2065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,119
SEA 43-2068,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,18
SEA 43-2068,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,418
SEA 43-2068,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2068,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,160
SEA 43-2068,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2068,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,142
SEA 43-2069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,54
SEA 43-2069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,591
SEA 43-2069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,298
SEA 43-2069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,244
SEA 43-2071,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,36
SEA 43-2071,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,359
SEA 43-2071,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2071,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,187
SEA 43-2071,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2071,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,151
SEA 43-2074,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,41
SEA 43-2074,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,542
SEA 43-2074,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2074,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,224
SEA 43-2074,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2074,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,183
SEA 43-2075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,25
SEA 43-2075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,440
SEA 43-2075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,121
